"symbol","time","price","period"
"djia",2021-01-01,1.3498433909959,"Phase1"
"djia",2021-02-01,1.3577134294561,"Phase1"
"djia",2021-03-01,1.32213987276022,"Phase1"
"djia",2021-04-01,1.33426484325897,"Phase1"
"djia",2021-05-01,1.29141342568976,"Phase1"
"djia",2021-06-01,1.32741277911911,"Phase1"
"djia",2021-07-01,1.30015818146864,"Phase1"
"djia",2021-08-01,1.28488142811675,"Phase1"
"djia",2021-09-01,1.30689237942377,"Phase1"
"djia",2021-10-01,1.28088583794047,"Phase1"
"djia",2021-11-01,1.33341343841453,"Phase1"
"djia",2021-12-01,1.36691961279994,"Phase1"
"djia",2022-01-01,1.34977501090468,"Phase1"
"djia",2022-02-01,1.37337830726797,"Phase1"
"djia",2022-03-01,1.36803496692565,"Phase1"
"djia",2022-04-01,1.31694771146961,"Phase1"
"djia",2022-05-01,1.32898521597197,"Phase1"
"djia",2022-06-01,1.34300908730623,"Phase1"
"djia",2022-07-01,1.35052585368643,"Phase1"
"djia",2022-08-01,1.35166512382738,"Phase1"
"djia",2022-09-01,1.34888254046804,"Phase1"
"djia",2022-10-01,1.32221479638655,"Phase1"
"djia",2022-11-01,1.36971987644777,"Phase1"
"djia",2022-12-01,1.38669468943606,"Phase1"
"djia",2023-01-01,1.39241771101137,"Phase1"
"djia",2023-02-01,1.40505855829706,"Phase1"
"djia",2023-03-01,1.42724811874164,"Phase1"
"djia",2023-04-01,1.43880308402507,"Phase1"
"djia",2023-05-01,1.45150781745558,"Phase1"
"djia",2023-06-01,1.40848812497242,"Phase1"
"djia",2023-07-01,1.41291421019274,"Phase1"
"djia",2023-08-01,1.44170749889051,"Phase1"
"djia",2023-09-01,1.47708568305222,"Phase1"
"djia",2023-10-01,1.53209300835523,"Phase1"
"djia",2023-11-01,1.56052908616759,"Phase1"
"djia",2023-12-01,1.58517761009919,"Phase1"
"djia",2024-01-01,1.60250169828161,"Phase1"
"djia",2024-02-01,1.61768882446794,"Phase1"
"djia",2024-03-01,1.57120732418211,"Phase1"
"djia",2024-04-01,1.63348303216997,"Phase1"
