"symbol","time","price","period"
"djia",2016-01-01,1,"Phase0"
"djia",2016-02-01,1.06598805886849,"Phase0"
"djia",2016-03-01,1.11540551868975,"Phase0"
"djia",2016-04-01,1.15740731011977,"Phase0"
"djia",2016-05-01,1.16286724695078,"Phase0"
"djia",2016-06-01,1.13634284477424,"Phase0"
"djia",2016-07-01,1.16505275047575,"Phase0"
"djia",2016-08-01,1.08582738182194,"Phase0"
"djia",2016-09-01,1.01299191129694,"Phase0"
"djia",2016-10-01,1.04560808371999,"Phase0"
"djia",2016-11-01,1.15334915102494,"Phase0"
"djia",2016-12-01,1.15500486504108,"Phase0"
"djia",2017-01-01,1.19690583620761,"Phase0"
"djia",2017-02-01,1.19397139508633,"Phase0"
"djia",2017-03-01,1.24912899481879,"Phase0"
"djia",2017-04-01,1.33747873583165,"Phase0"
"djia",2017-05-01,1.39003360021143,"Phase0"
"djia",2017-06-01,1.37084280005626,"Phase0"
"djia",2017-07-01,1.41543603552611,"Phase0"
"djia",2017-08-01,1.40048486024363,"Phase0"
"djia",2017-09-01,1.37212561331558,"Phase0"
"djia",2017-10-01,1.33150864040005,"Phase0"
"djia",2017-11-01,1.38439000625222,"Phase0"
"djia",2017-12-01,1.44029940617073,"Phase0"
"djia",2018-01-01,1.44476948351494,"Phase0"
"djia",2018-02-01,1.35008448162666,"Phase0"
"djia",2018-03-01,1.34258750602702,"Phase0"
"djia",2018-04-01,1.40161662380705,"Phase0"
"djia",2018-05-01,1.35499438871978,"Phase0"
"djia",2018-06-01,1.35533481397439,"Phase0"
"djia",2018-07-01,1.3655850069301,"Phase0"
"djia",2018-08-01,1.41060722052321,"Phase0"
"djia",2018-09-01,1.40463354064342,"Phase0"
"djia",2018-10-01,1.33715403811513,"Phase0"
"djia",2018-11-01,1.36598212809582,"Phase0"
"djia",2018-12-01,1.36424657060913,"Phase0"
"djia",2019-01-01,1.368117929841,"Phase0"
"djia",2019-02-01,1.37987890016397,"Phase0"
"djia",2019-03-01,1.29109505421941,"Phase0"
"djia",2019-04-01,1.31071462714962,"Phase0"
"djia",2019-05-01,1.40938343601155,"Phase0"
"djia",2019-06-01,1.3789341900849,"Phase0"
"djia",2019-07-01,1.33760692896143,"Phase0"
"djia",2019-08-01,1.32098141469545,"Phase0"
"djia",2019-09-01,1.1580632063105,"Phase0"
"djia",2019-10-01,1.18088370934516,"Phase0"
"djia",2019-11-01,1.24505458695659,"Phase0"
"djia",2019-12-01,1.27810413993543,"Phase0"
"djia",2020-01-01,1.27092214388659,"Phase0"
"djia",2020-02-01,1.26672719955534,"Phase0"
"djia",2020-03-01,1.34483639250689,"Phase0"
"djia",2020-04-01,1.30183525646947,"Phase0"
"djia",2020-05-01,1.29098805987329,"Phase0"
"djia",2020-06-01,1.21567788208313,"Phase0"
"djia",2020-07-01,1.10350137687709,"Phase0"
"djia",2020-08-01,1.11233264128817,"Phase0"
"djia",2020-09-01,1.04513477452423,"Phase0"
"djia",2020-10-01,1.03070735959266,"Phase0"
"djia",2020-11-01,1.10467981679991,"Phase0"
"djia",2020-12-01,1.09199275963659,"Phase0"
"djia",2021-01-01,1.3498433909959,"Phase1"
"djia",2021-02-01,1.3577134294561,"Phase1"
"djia",2021-03-01,1.32213987276022,"Phase1"
"djia",2021-04-01,1.33426484325897,"Phase1"
"djia",2021-05-01,1.29141342568976,"Phase1"
"djia",2021-06-01,1.32741277911911,"Phase1"
"djia",2021-07-01,1.30015818146864,"Phase1"
"djia",2021-08-01,1.28488142811675,"Phase1"
"djia",2021-09-01,1.30689237942377,"Phase1"
"djia",2021-10-01,1.28088583794047,"Phase1"
"djia",2021-11-01,1.33341343841453,"Phase1"
"djia",2021-12-01,1.36691961279994,"Phase1"
"djia",2022-01-01,1.34977501090468,"Phase1"
"djia",2022-02-01,1.37337830726797,"Phase1"
"djia",2022-03-01,1.36803496692565,"Phase1"
"djia",2022-04-01,1.31694771146961,"Phase1"
"djia",2022-05-01,1.32898521597197,"Phase1"
"djia",2022-06-01,1.34300908730623,"Phase1"
"djia",2022-07-01,1.35052585368643,"Phase1"
"djia",2022-08-01,1.35166512382738,"Phase1"
"djia",2022-09-01,1.34888254046804,"Phase1"
"djia",2022-10-01,1.32221479638655,"Phase1"
"djia",2022-11-01,1.36971987644777,"Phase1"
"djia",2022-12-01,1.38669468943606,"Phase1"
"djia",2023-01-01,1.39241771101137,"Phase1"
"djia",2023-02-01,1.40505855829706,"Phase1"
"djia",2023-03-01,1.42724811874164,"Phase1"
"djia",2023-04-01,1.43880308402507,"Phase1"
"djia",2023-05-01,1.45150781745558,"Phase1"
"djia",2023-06-01,1.40848812497242,"Phase1"
"djia",2023-07-01,1.41291421019274,"Phase1"
"djia",2023-08-01,1.44170749889051,"Phase1"
"djia",2023-09-01,1.47708568305222,"Phase1"
"djia",2023-10-01,1.53209300835523,"Phase1"
"djia",2023-11-01,1.56052908616759,"Phase1"
"djia",2023-12-01,1.58517761009919,"Phase1"
"djia",2024-01-01,1.60250169828161,"Phase1"
"djia",2024-02-01,1.61768882446794,"Phase1"
"djia",2024-03-01,1.57120732418211,"Phase1"
"djia",2024-04-01,1.63348303216997,"Phase1"
"djia",2024-05-01,1.71710531667181,"Phase1"
"djia",2024-06-01,1.72638474853846,"Phase1"
"djia",2024-07-01,1.75170147700628,"Phase1"
"djia",2024-08-01,1.69558428661159,"Phase1"
"djia",2024-09-01,1.73630660768367,"Phase1"
"djia",2024-10-01,1.780310042655,"Phase1"
"djia",2024-11-01,1.69057240047373,"Phase1"
"djia",2024-12-01,1.71701171749813,"Phase1"
"djia",2025-01-01,1.60573303853149,"Phase1"
"djia",2025-02-01,1.59054993399272,"Phase1"
"djia",2025-03-01,1.56164620425358,"Phase1"
"djia",2025-04-01,1.62092841908327,"Phase1"
"djia",2025-05-01,1.64086966436076,"Phase1"
"djia",2025-06-01,1.54407374568887,"Phase1"
"djia",2025-07-01,1.45003468797304,"Phase1"
"djia",2025-08-01,1.47672280897804,"Phase1"
"djia",2025-09-01,1.42335900216731,"Phase1"
"djia",2025-10-01,1.17524403006363,"Phase1"
"djia",2025-11-01,1.10324925617671,"Phase1"
"djia",2025-12-01,1.10081636185055,"Phase1"
"djia",2026-01-01,1.34103081345883,"Phase2"
"djia",2026-02-01,1.30815202410365,"Phase2"
"djia",2026-03-01,1.36744913730634,"Phase2"
"djia",2026-04-01,1.41542713199049,"Phase2"
"djia",2026-05-01,1.34473091769358,"Phase2"
"djia",2026-06-01,1.30107766064426,"Phase2"
"djia",2026-07-01,1.30914277778216,"Phase2"
"djia",2026-08-01,1.32555520341416,"Phase2"
"djia",2026-09-01,1.35727379168035,"Phase2"
"djia",2026-10-01,1.41444583071714,"Phase2"
"djia",2026-11-01,1.43414543107229,"Phase2"
"djia",2026-12-01,1.46833328781168,"Phase2"
"djia",2027-01-01,1.51150671373339,"Phase2"
"djia",2027-02-01,1.56114974370407,"Phase2"
"djia",2027-03-01,1.54725128066992,"Phase2"
"djia",2027-04-01,1.59251054470781,"Phase2"
"djia",2027-05-01,1.61109531093821,"Phase2"
"djia",2027-06-01,1.54927898280853,"Phase2"
"djia",2027-07-01,1.60242928480204,"Phase2"
"djia",2027-08-01,1.45057800117868,"Phase2"
"djia",2027-09-01,1.43121872092627,"Phase2"
"djia",2027-10-01,1.47482295998916,"Phase2"
"djia",2027-11-01,1.51175766645477,"Phase2"
"djia",2027-12-01,1.54650930195477,"Phase2"
"djia",2028-01-01,1.60738052241195,"Phase2"
"djia",2028-02-01,1.65067561296478,"Phase2"
"djia",2028-03-01,1.67506173953875,"Phase2"
"djia",2028-04-01,1.66882339515797,"Phase2"
"djia",2028-05-01,1.62916464851205,"Phase2"
"djia",2028-06-01,1.60660164895417,"Phase2"
"djia",2028-07-01,1.64107622057532,"Phase2"
"djia",2028-08-01,1.68218974956926,"Phase2"
"djia",2028-09-01,1.71848108163065,"Phase2"
"djia",2028-10-01,1.71363331698763,"Phase2"
"djia",2028-11-01,1.65162147368763,"Phase2"
"djia",2028-12-01,1.68334900860064,"Phase2"
"djia",2029-01-01,1.74368800988584,"Phase2"
"djia",2029-02-01,1.78876888365605,"Phase2"
"djia",2029-03-01,1.84651837545479,"Phase2"
"djia",2029-04-01,1.8795152265167,"Phase2"
"djia",2029-05-01,1.94307175382457,"Phase2"
"djia",2029-06-01,1.9255999411041,"Phase2"
"djia",2029-07-01,1.97099349634011,"Phase2"
"djia",2029-08-01,1.9460387340624,"Phase2"
"djia",2029-09-01,1.9555789422932,"Phase2"
"djia",2029-10-01,1.95806992129756,"Phase2"
"djia",2029-11-01,2.03254618427218,"Phase2"
"djia",2029-12-01,2.06135468006058,"Phase2"
"djia",2030-01-01,2.08030204135516,"Phase2"
"djia",2030-02-01,2.04376689656702,"Phase2"
"djia",2030-03-01,2.08861434586433,"Phase2"
"djia",2030-04-01,2.10025247742078,"Phase2"
"djia",2030-05-01,2.12173621644124,"Phase2"
"djia",2030-06-01,2.1571470296736,"Phase2"
"djia",2030-07-01,2.17565406499699,"Phase2"
"djia",2030-08-01,2.14836149153722,"Phase2"
"djia",2030-09-01,2.18972396184586,"Phase2"
